Car_Name,Present_Price,Selling_Price,City,Year,Kms_Driven,Fuel_Type,HorsePower,Transmission,Certified,Seller_Type,Distance2
Honda CR-Z Sports Hybrid  2013 Alpha Master Label,PKR 34 lacs,3400000,Karachi,2013,"62,000km",Petrol,1500cc,Automatic,Not Certified,Customer,62000
Honda CR-Z Sports Hybrid  2013 Base Grade (Metallic Color),PKR 38.5 lacs,3850000,Islamabad,2013,"71,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,71000
Honda CR-Z Sports Hybrid  2014 ,PKR 29.75 lacs,2975000,Multan,2014,"95,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,95000
Honda CR-Z Sports Hybrid  2014 Alpha Master Label,PKR 32 lacs,3200000,Lahore,2014,"77,000km",Petrol,1500cc,Automatic,Not Certified,Customer,77000
Honda CR-Z Sports Hybrid  2014 Base Grade (Metallic Color),PKR 34.5 lacs,3450000,Islamabad,2014,"111,000km",Hybrid,1500cc,Automatic,Not Certified,Customer,111000
Honda CR-Z Sports Hybrid  2015 Base Grade (Solid Color),PKR 29 lacs,2900000,Lahore,2015,"115,000km",Petrol,1500cc,Automatic,Not Certified,Customer,115000
Honda CR-Z Sports Hybrid  2016 Base Grade (Metallic Color),PKR 34.5 lacs,3450000,Lahore,2016,"98,435km",Hybrid,1500cc,Automatic,Not Certified,Customer,98435
Honda City  1986 ,PKR 35 lacs,3500000,Shakargarh,1986,"199,990km",Petrol,15000cc,Automatic,Not Certified,Customer,199990
Honda City  1987 ,PKR 7 lacs,700000,Peshawar,1987,"2,000km",Petrol,1300cc,Manual,Not Certified,Customer,2000
Honda City  1997 ,PKR 9 lacs,900000,Abbottabad,1997,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Honda City  1997 EXi,PKR 11 lacs,1100000,Islamabad,1997,"220,000km",Petrol,1300cc,Manual,Not Certified,Customer,220000
Honda City  1997 EXi Neo 1.5,PKR 8.65 lacs,865000,Islamabad,1997,"150,000km",Petrol,1500cc,Manual,Not Certified,Customer,150000
Honda City  1998 ,PKR 12.5 lacs,1250000,Nawabshah,1998,16km,Petrol,1300cc,Manual,Not Certified,Customer,16
Honda City  1998 EXi,PKR 15.5 lacs,1550000,Peshawar,1998,"118,000km",Petrol,1300cc,Manual,Not Certified,Customer,118000
Honda City  1998 EXi Neo 1.5,PKR 11.5 lacs,1150000,Wahcantt,1998,"4,607km",Petrol,1500cc,Manual,Not Certified,Customer,4607
Honda City  1999 ,PKR 12.5 lacs,1250000,Abbottabad,1999,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Honda City  1999 EXi,PKR 10.5 lacs,1050000,Faisalabad,1999,"330,000km",Petrol,1300cc,Manual,Not Certified,Customer,330000
Honda City  1999 EXi Neo 1.5,PKR 11 lacs,1100000,Rawalpindi,1999,"150,000km",Petrol,1500cc,Manual,Not Certified,Customer,150000
Honda City  2000 ,PKR 14.7 lacs,1470000,Bahawalpur,2000,"6,000km",Petrol,1300cc,Manual,Not Certified,Customer,6000
Honda City  2000 EXi,PKR 17.75 lacs,1775000,Islamabad,2000,"111,222km",Petrol,1300cc,Manual,Not Certified,Customer,111222
Honda City  2000 EXi Neo 1.5,PKR 8.3 lacs,830000,Hyderabad,2000,"210,000km",Petrol,1500cc,Manual,Not Certified,Customer,210000
Honda City  2000 EXi S,PKR 13.8 lacs,1380000,Rawalpindi,2000,"200,000km",Petrol,1500cc,Manual,Not Certified,Customer,200000
Honda City  2000 EXi S Automatic,PKR 15.25 lacs,1525000,Lahore,2000,"126,000km",Petrol,1500cc,Automatic,Not Certified,Customer,126000
Honda City  2001 ,PKR 23 lacs,2300000,Mirpurkhas,2001,"59,837km",Petrol,1300cc,Manual,Not Certified,Customer,59837
Honda City  2001 EXi,PKR 13.5 lacs,1350000,Multan,2001,"154,000km",Petrol,1300cc,Manual,Not Certified,Customer,154000
Honda City  2001 EXi S,PKR 13.25 lacs,1325000,Lahore,2001,"140,000km",Petrol,1500cc,Manual,Not Certified,Customer,140000
Honda City  2001 EXi S Automatic,PKR 14 lacs,1400000,Islamabad,2001,"200,000km",Petrol,1500cc,Automatic,Not Certified,Customer,200000
Honda City  2002 ,PKR 12 lacs,1200000,Islamabad,2002,"150,000km",Petrol,1500cc,Manual,Not Certified,Customer,150000
Honda City  2002 EXi,PKR 14.5 lacs,1450000,Sargodha,2002,"115,000km",Petrol,1300cc,Manual,Not Certified,Customer,115000
Honda City  2002 EXi S,PKR 12.5 lacs,1250000,Lahore,2002,"9,000km",Petrol,1200cc,Manual,Not Certified,Customer,9000
Honda City  2002 EXi S Automatic,PKR 15.2 lacs,1520000,Islamabad,2002,123km,Petrol,1500cc,Automatic,Not Certified,Customer,123
Honda City  2003 ,PKR 17 lacs,1700000,Lahore,2003,"226,138km",Petrol,1300cc,Manual,Not Certified,Customer,226138
Honda City  2003 EXi,PKR 20 lacs,2000000,Islamabad,2003,"129,000km",Petrol,1300cc,Manual,Not Certified,Customer,129000
Honda City  2003 EXi S,PKR 15.25 lacs,1525000,Lahore,2003,"25,000km",Petrol,1500cc,Manual,Not Certified,Customer,25000
Honda City  2003 EXi S Automatic,PKR 15 lacs,1500000,Lahore,2003,"250,000km",Petrol,1500cc,Automatic,Not Certified,Customer,250000
Honda City  2003 i-DSI,PKR 19.2 lacs,1920000,Peshawar,2003,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Honda City  2003 i-DSI Vario,PKR 18.25 lacs,1825000,Lahore,2003,"265,000km",Petrol,1300cc,Automatic,Not Certified,Customer,265000
Honda City  2004 ,PKR 24.35 lacs,2435000,Karachi,2004,"160,000km",Petrol,1300cc,Automatic,Not Certified,Customer,160000
Honda City  2004 i-DSI,PKR 22 lacs,2200000,Rawalpindi,2004,"130,000km",Petrol,1300cc,Manual,Not Certified,Customer,130000
Honda City  2004 i-DSI Vario,PKR 22 lacs,2200000,Lahore,2004,"200,000km",Petrol,1300cc,Automatic,Not Certified,Customer,200000
Honda City  2005 ,PKR 20 lacs,2000000,Lahore,2005,"150,000km",Petrol,1300cc,Automatic,Not Certified,Customer,150000
Honda City  2005 i-DSI,PKR 25 lacs,2500000,Islamabad,2005,"185,000km",Petrol,1300cc,Manual,Not Certified,Customer,185000
Honda City  2005 i-DSI Vario,PKR 20.9 lacs,2089999,MianChannu,2005,"244,359km",Petrol,1300cc,Automatic,Not Certified,Customer,244359
Honda City  2006 ,PKR 19.5 lacs,1950000,MuzaffarGargh,2006,"200,000km",Petrol,1300cc,Automatic,Not Certified,Customer,200000
Honda City  2006 VTEC Steermatic,PKR 23.25 lacs,2325000,Sargodha,2006,"164,000km",Petrol,1500cc,Automatic,Not Certified,Customer,164000
Honda City  2006 i-DSI,PKR 24.9 lacs,2490000,Islamabad,2006,"76,000km",Petrol,1300cc,Manual,Not Certified,Customer,76000
Honda City  2006 i-DSI Vario,PKR 34.5 lacs,3450000,Karachi,2006,"150,000km",Petrol,1300cc,Automatic,Not Certified,Customer,150000
Honda City  2007 ,PKR 30 lacs,3000000,Jhang,2007,"230,000km",Petrol,1300cc,Manual,Not Certified,Customer,230000
Honda City  2007 VTEC Steermatic,PKR 25.7 lacs,2570000,Hyderabad,2007,"80,000km",Petrol,1500cc,Automatic,Not Certified,Customer,80000
Honda City  2007 i-DSI,PKR 24.5 lacs,2450000,Islamabad,2007,"80,000km",Petrol,1300cc,Manual,Not Certified,Customer,80000
Honda City  2007 i-DSI Vario,PKR 22 lacs,2200000,Islamabad,2007,"187,000km",Petrol,1300cc,Automatic,Not Certified,Customer,187000
Honda City  2008 ,PKR 23.75 lacs,2375000,Lahore,2008,"127,000km",Petrol,1300cc,Manual,Not Certified,Customer,127000
Honda City  2008 i-DSI,PKR 28 lacs,2800000,Rawalpindi,2008,"100,745km",Petrol,1300cc,Manual,Not Certified,Customer,100745
Honda City  2008 i-DSI Vario,PKR 27 lacs,2700000,Wahcantt,2008,1km,Petrol,1300cc,Automatic,Not Certified,Customer,1
Honda City  2009 ,PKR 26 lacs,2600000,Islamabad,2009,"104,600km",Petrol,1300cc,Automatic,Not Certified,Customer,104600
Honda City  2009 1.3 i-VTEC,PKR 24.75 lacs,2475000,Faisalabad,2009,"99,000km",Petrol,1300cc,Manual,Not Certified,Customer,99000
Honda City  2009 1.3 i-VTEC Prosmatec,PKR 27 lacs,2700000,Faisalabad,2009,"155,000km",Petrol,1300cc,Automatic,Not Certified,Customer,155000
Honda City  2009 i-VTEC,PKR 25.75 lacs,2575000,Lahore,2009,"120,000km",Petrol,1300cc,Automatic,Not Certified,Customer,120000
Honda City  2010 ,PKR 30 lacs,3000000,Islamabad,2010,"200,000km",Petrol,1300cc,Automatic,Not Certified,Customer,200000
Honda City  2010 1.3 i-VTEC,PKR 31 lacs,3100000,Rawalpindi,2010,"62,000km",Petrol,1300cc,Manual,Not Certified,Customer,62000
Honda City  2010 1.3 i-VTEC Prosmatec,PKR 29.2 lacs,2920000,Lahore,2010,"80,000km",Petrol,1300cc,Automatic,Not Certified,Customer,80000
Honda City  2010 1.5 i-VTEC Prosmatec,PKR 22.3 lacs,2230000,Islamabad,2010,"93,000km",Petrol,1500cc,Automatic,Not Certified,Customer,93000
Honda City  2010 i-VTEC,PKR 26.2 lacs,2620000,Lahore,2010,"85,700km",Petrol,1300cc,Manual,Not Certified,Customer,85700
Honda City  2011 ,PKR 27 lacs,2700000,Chakwal,2011,"160,961km",Petrol,1400cc,Manual,Not Certified,Customer,160961
Honda City  2011 1.3 i-VTEC,PKR 28.8 lacs,2880000,Islamabad,2011,"179,000km",Petrol,1300cc,Manual,Not Certified,Customer,179000
Honda City  2011 1.3 i-VTEC Prosmatec,PKR 28.85 lacs,2885000,Rawalpindi,2011,"180,000km",Petrol,1300cc,Automatic,Not Certified,Customer,180000
Honda City  2011 i-VTEC,PKR 27.5 lacs,2750000,Sukkur,2011,"151,279km",Petrol,1300cc,Manual,Not Certified,Customer,151279
Honda City  2012 ,PKR 26.8 lacs,2680000,Peshawar,2012,1km,Petrol,1300cc,Manual,Not Certified,Customer,1
Honda City  2012 1.3 i-VTEC,PKR 27.5 lacs,2750000,Nankanasahib,2012,"92,000km",Petrol,1300cc,Manual,Not Certified,Customer,92000
Honda City  2012 1.3 i-VTEC Prosmatec,PKR 28.5 lacs,2850000,Attock,2012,"151,000km",Petrol,1300cc,Automatic,Not Certified,Customer,151000
Honda City  2012 Aspire 1.3 i-VTEC,PKR 28.9 lacs,2890000,Sahiwal,2012,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Honda City  2012 Aspire 1.5 i-VTEC,PKR 26.6 lacs,2660000,Peshawar,2012,"122,000km",Petrol,1500cc,Manual,Not Certified,Customer,122000
Honda City  2012 Aspire Prosmatec 1.3 i-VTEC,PKR 28 lacs,2800000,Lahore,2012,"100,000km",Petrol,1300cc,Automatic,Not Certified,Customer,100000
Honda City  2013 ,PKR 27 lacs,2700000,Lahore,2013,"116,000km",Petrol,1300cc,Manual,Not Certified,Customer,116000
Honda City  2013 1.3 i-VTEC,PKR 30.5 lacs,3050000,Islamabad,2013,"87,000km",Petrol,1300cc,Manual,Not Certified,Customer,87000
Honda City  2013 1.3 i-VTEC Prosmatec,PKR 31.6 lacs,3160000,Islamabad,2013,"135,000km",Petrol,1300cc,Automatic,Not Certified,Customer,135000
Honda City  2013 Aspire 1.3 i-VTEC,PKR 30 lacs,3000000,Islamabad,2013,"187,000km",Petrol,1300cc,Manual,Not Certified,Customer,187000
Honda City  2013 Aspire 1.5 i-VTEC,PKR 30 lacs,3000000,Peshawar,2013,"137,000km",Petrol,1500cc,Manual,Not Certified,Customer,137000
Honda City  2013 Aspire Prosmatec 1.3 i-VTEC,PKR 31 lacs,3100000,Lahore,2013,"120,435km",Petrol,1300cc,Automatic,Not Certified,Customer,120435
Honda City  2013 Aspire Prosmatec 1.5 i-VTEC,PKR 31.9 lacs,3190000,Lahore,2013,"97,000km",Petrol,1500cc,Automatic,Not Certified,Customer,97000
Honda City  2014 ,PKR 38.5 lacs,3850000,Hafizabad,2014,"64,000km",Petrol,1300cc,Manual,Not Certified,Customer,64000
Honda City  2014 1.3 i-VTEC,PKR 32.35 lacs,3235000,Lahore,2014,"78,500km",Petrol,1300cc,Manual,Not Certified,Customer,78500
Honda City  2014 1.3 i-VTEC Prosmatec,PKR 33.5 lacs,3350000,Islamabad,2014,"81,000km",Petrol,1300cc,Automatic,Not Certified,Customer,81000
Honda City  2014 Aspire 1.3 i-VTEC,PKR 27.5 lacs,2750000,Lahore,2014,"104,000km",Petrol,1300cc,Manual,Not Certified,Customer,104000
Honda City  2014 Aspire 1.5 i-VTEC,PKR 35 lacs,3500000,Islamabad,2014,"110,000km",Petrol,1500cc,Manual,Not Certified,Customer,110000
Honda City  2014 Aspire Prosmatec 1.5 i-VTEC,PKR 33.5 lacs,3350000,Lahore,2014,"112,000km",Petrol,1500cc,Automatic,Not Certified,Customer,112000
Honda City  2015 ,PKR 31 lacs,3100000,Jatoi,2015,12km,Petrol,1500cc,Manual,Not Certified,Customer,12
Honda City  2015 1.3 i-VTEC,PKR 34.5 lacs,3450000,Islamabad,2015,"99,000km",Petrol,1300cc,Manual,Not Certified,Customer,99000
Honda City  2015 1.3 i-VTEC Prosmatec,PKR 35.5 lacs,3550000,Islamabad,2015,"70,000km",Petrol,1300cc,Automatic,Not Certified,Customer,70000
Honda City  2015 1.5 i-VTEC,PKR 29.99 lacs,2999000,Rawalpindi,2015,"123,979km",Petrol,1500cc,Manual,Not Certified,Customer,123979
Honda City  2015 Aspire 1.3 i-VTEC,PKR 31.5 lacs,3150000,Rawalpindi,2015,"101,000km",Petrol,1300cc,Manual,Not Certified,Customer,101000
Honda City  2015 Aspire 1.5 i-VTEC,PKR 32.5 lacs,3250000,Rawalpindi,2015,"108,000km",Petrol,1500cc,Manual,Not Certified,Customer,108000
Honda City  2015 Aspire Prosmatec 1.3 i-VTEC,PKR 35 lacs,3500000,Rawalpindi,2015,"117,728km",Petrol,1300cc,Automatic,Not Certified,Customer,117728
Honda City  2015 Aspire Prosmatec 1.5 i-VTEC,PKR 38 lacs,3800000,Islamabad,2015,"51,000km",Petrol,1500cc,Automatic,Not Certified,Customer,51000
Honda City  2016 ,PKR 38 lacs,3800000,Islamabad,2016,"100,000km",Petrol,1300cc,Automatic,Not Certified,Customer,100000
Honda City  2016 1.3 i-VTEC,PKR 36 lacs,3600000,Rawalpindi,2016,"140,000km",Petrol,1300cc,Manual,Not Certified,Customer,140000
Honda City  2016 1.3 i-VTEC Prosmatec,PKR 35.85 lacs,3585000,Rawalpindi,2016,"90,000km",Petrol,1300cc,Automatic,Not Certified,Customer,90000
Honda City  2016 Aspire 1.3 i-VTEC,PKR 34 lacs,3400000,Islamabad,2016,"91,000km",Petrol,1300cc,Manual,Not Certified,Customer,91000
Honda City  2016 Aspire 1.5 i-VTEC,PKR 33.9 lacs,3390000,Jhelum,2016,"113,000km",Petrol,1500cc,Manual,Not Certified,Customer,113000
Honda City  2016 Aspire Prosmatec 1.3 i-VTEC,PKR 35.8 lacs,3579999,Rawalpindi,2016,"120,000km",Petrol,1300cc,Automatic,Not Certified,Customer,120000
Honda City  2016 Aspire Prosmatec 1.5 i-VTEC,PKR 35.5 lacs,3550000,Chakwal,2016,"53,250km",Petrol,1500cc,Automatic,Not Certified,Customer,53250
Honda City  2017 ,PKR 39 lacs,3900000,Lahore,2017,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Honda City  2017 1.3 i-VTEC,PKR 38 lacs,3800000,Islamabad,2017,"66,000km",Petrol,1300cc,Manual,Not Certified,Customer,66000
Honda City  2017 1.3 i-VTEC Prosmatec,PKR 37 lacs,3700000,Lahore,2017,"42,000km",Petrol,1300cc,Automatic,Not Certified,Customer,42000
Honda City  2017 1.5 i-VTEC,PKR 36.5 lacs,3650000,Islamabad,2017,"63,000km",Petrol,1500cc,Manual,Not Certified,Customer,63000
Honda City  2017 1.5 i-VTEC Prosmatec,PKR 38 lacs,3800000,Karachi,2017,"65,000km",Petrol,1500cc,Automatic,Not Certified,Customer,65000
Honda City  2017 Aspire 1.3 i-VTEC,PKR 36.5 lacs,3650000,Lahore,2017,"70,000km",Petrol,1300cc,Manual,Not Certified,Customer,70000
Honda City  2017 Aspire 1.5 i-VTEC,PKR 35.75 lacs,3575000,RahimYarKhan,2017,"56,000km",Petrol,1500cc,Manual,Not Certified,Customer,56000
Honda City  2017 Aspire Prosmatec 1.3 i-VTEC,PKR 37.5 lacs,3750000,Lahore,2017,"39,000km",Petrol,1300cc,Automatic,Not Certified,Customer,39000
Honda City  2017 Aspire Prosmatec 1.5 i-VTEC,PKR 41.5 lacs,4150000,Rawalpindi,2017,"52,000km",Petrol,1500cc,Automatic,Not Certified,Customer,52000
Honda City  2018 ,PKR 39.95 lacs,3995000,Rawalpindi,2018,"132,600km",Petrol,1300cc,Automatic,Not Certified,Customer,132600
Honda City  2018 1.3 i-VTEC,PKR 40 lacs,4000000,Islamabad,2018,"27,536km",Petrol,1300cc,Manual,Not Certified,Customer,27536
Honda City  2018 1.3 i-VTEC Prosmatec,PKR 40 lacs,4000000,Lahore,2018,"6,000km",Petrol,1300cc,Automatic,Not Certified,Customer,6000
Honda City  2018 1.5 i-VTEC,PKR 36 lacs,3600000,Lahore,2018,"75,000km",Petrol,1500cc,Manual,Not Certified,Customer,75000
Honda City  2018 1.5 i-VTEC Prosmatec,PKR 38.45 lacs,3845000,Lahore,2018,"90,000km",Petrol,1500cc,Automatic,Not Certified,Customer,90000
Honda City  2018 Aspire 1.3 i-VTEC,PKR 35.95 lacs,3595000,Lahore,2018,"92,000km",Petrol,1300cc,Manual,Not Certified,Customer,92000
Honda City  2018 Aspire 1.5 i-VTEC,PKR 37.5 lacs,3750000,Islamabad,2018,"81,000km",Petrol,1500cc,Manual,Not Certified,Customer,81000
Honda City  2018 Aspire Prosmatec 1.5 i-VTEC,PKR 42 lacs,4200000,Islamabad,2018,"35,000km",Petrol,1500cc,Automatic,Not Certified,Customer,35000
Honda City  2019 ,PKR 38.3 lacs,3829999,Rawalpindi,2019,"46,000km",Petrol,1300cc,Manual,Not Certified,Customer,46000
Honda City  2019 1.3 i-VTEC,PKR 38.7 lacs,3870000,Multan,2019,"73,000km",Petrol,1300cc,Manual,Not Certified,Customer,73000
Honda City  2019 1.3 i-VTEC Prosmatec,PKR 43 lacs,4300000,Islamabad,2019,"89,000km",Petrol,1300cc,Automatic,Not Certified,Customer,89000
Honda City  2019 1.5 i-VTEC,PKR 36.5 lacs,3650000,Sadiqabad,2019,"62,000km",Petrol,1500cc,Manual,Not Certified,Customer,62000
Honda City  2019 1.5 i-VTEC Prosmatec,PKR 38.5 lacs,3850000,Lahore,2019,"70,000km",Petrol,1500cc,Automatic,Not Certified,Customer,70000
Honda City  2019 Aspire 1.5 i-VTEC,PKR 36.5 lacs,3650000,Karachi,2019,"106,000km",Petrol,1500cc,Manual,Not Certified,Customer,106000
Honda City  2019 Aspire Prosmatec 1.5 i-VTEC,PKR 49 lacs,4900000,Lahore,2019,"9,000km",Petrol,1500cc,Automatic,Not Certified,Customer,9000
Honda City  2020 ,PKR 41.5 lacs,4150000,Islamabad,2020,"114,000km",Petrol,1500cc,Automatic,Not Certified,Customer,114000
Honda City  2020 1.3 i-VTEC,PKR 41.5 lacs,4150000,Lahore,2020,"79,000km",Petrol,1300cc,Manual,Not Certified,Customer,79000
Honda City  2020 1.3 i-VTEC Prosmatec,PKR 40.9 lacs,4090000,Lahore,2020,"69,000km",Petrol,1300cc,Automatic,Not Certified,Customer,69000
Honda City  2020 1.5 i-VTEC Prosmatec,PKR 45 lacs,4500000,Lahore,2020,"80,000km",Petrol,1500cc,Automatic,Not Certified,Customer,80000
Honda City  2020 Aspire 1.5 i-VTEC,PKR 39 lacs,3900000,TobaTekSingh,2020,"76,000km",Petrol,1500cc,Manual,Not Certified,Customer,76000
Honda City  2020 Aspire Prosmatec 1.5 i-VTEC,PKR 51 lacs,5100000,Lahore,2020,"32,847km",Petrol,1500cc,Automatic,Not Certified,Customer,32847
Honda City  2020 i-VTEC,PKR 36.8 lacs,3679999,Islamabad,2020,"91,000km",Petrol,1300cc,Manual,Not Certified,Customer,91000
Honda City  2021 ,PKR 42.5 lacs,4250000,Depalpur,2021,18km,Petrol,1200cc,Manual,Not Certified,Customer,18
Honda City  2021 1.2L CVT,PKR 46 lacs,4600000,Karachi,2021,"1,150km",Petrol,1200cc,Automatic,Not Certified,Customer,1150
Honda City  2021 1.2L M/T,PKR 43.65 lacs,4365000,Narowal,2021,"24,910km",Petrol,1200cc,Manual,Not Certified,Customer,24910
Honda City  2021 1.3 i-VTEC,PKR 43.5 lacs,4350000,Lahore,2021,"45,500km",Petrol,1300cc,Manual,Not Certified,Customer,45500
Honda City  2021 1.3 i-VTEC Prosmatec,PKR 44.25 lacs,4425000,Islamabad,2021,"77,000km",Petrol,1300cc,Automatic,Not Certified,Customer,77000
Honda City  2021 1.5 i-VTEC Prosmatec,PKR 43.25 lacs,4325000,Islamabad,2021,"70,000km",Petrol,1500cc,Automatic,Not Certified,Customer,70000
Honda City  2021 1.5L ASPIRE CVT,PKR 51 lacs,5100000,Karachi,2021,"58,000km",Petrol,1500cc,Automatic,Not Certified,Customer,58000
Honda City  2021 1.5L ASPIRE M/T,PKR 46 lacs,4600000,Sheikhupura,2021,"26,500km",Petrol,1500cc,Manual,Not Certified,Customer,26500
Honda City  2021 1.5L CVT,PKR 47 lacs,4700000,Rawalpindi,2021,"32,000km",Petrol,1500cc,Automatic,Not Certified,Customer,32000
Honda City  2021 Aspire Prosmatec 1.5 i-VTEC,PKR 51.25 lacs,5125000,Islamabad,2021,"50,000km",Petrol,1500cc,Automatic,Not Certified,Customer,50000
Honda City  2022 ,PKR 52 lacs,5200000,Rawalpindi,2022,"36,000km",Petrol,1500cc,Automatic,Not Certified,Customer,36000
Honda City  2022 1.2L CVT,PKR 50.5 lacs,5050000,Gujranwala,2022,"4,500km",Petrol,1200cc,Automatic,Not Certified,Customer,4500
Honda City  2022 1.2L M/T,PKR 45 lacs,4500000,Lahore,2022,"9,000km",Petrol,1200cc,Manual,Not Certified,Customer,9000
Honda City  2022 1.5L ASPIRE CVT,PKR 58 lacs,5800000,Sargodha,2022,"25,000km",Petrol,1500cc,Automatic,Not Certified,Customer,25000
Honda City  2022 1.5L ASPIRE M/T,PKR 50 lacs,5000000,Vehari,2022,"13,000km",Petrol,1500cc,Manual,Not Certified,Customer,13000
Honda City  2022 1.5L CVT,PKR 58.5 lacs,5850000,Rawalpindi,2022,"3,500km",Petrol,1500cc,Automatic,Not Certified,Customer,3500
Honda City  2023 ,PKR 43.75 lacs,4375000,Faisalabad,2023,"22,000km",Petrol,1200cc,Manual,Not Certified,Customer,22000
Honda City  2023 1.2L CVT,PKR 48.95 lacs,4895000,Lahore,2023,5km,Petrol,1200cc,Automatic,Not Certified,Customer,5
Honda City  2023 1.2L M/T,PKR 46.3 lacs,4630000,Gujranwala,2023,"1,600km",Petrol,1200cc,Manual,Not Certified,Customer,1600
Honda City  2023 1.5L ASPIRE CVT,PKR 58 lacs,5800000,Lahore,2023,30km,Petrol,1500cc,Automatic,Not Certified,Customer,30
Honda City  2023 1.5L ASPIRE M/T,PKR 55.5 lacs,5550000,Lahore,2023,"8,000km",Petrol,1500cc,Manual,Not Certified,Customer,8000
Honda City  2023 1.5L CVT,PKR 55 lacs,5500000,Bahawalpur,2023,"12,000km",Petrol,1500cc,Automatic,Not Certified,Customer,12000
Honda City  2024 1.2L CVT,PKR 54 lacs,5400000,Karachi,2024,140km,Petrol,1200cc,Automatic,Not Certified,Customer,140
Honda City  2024 1.5L ASPIRE CVT,PKR 61.5 lacs,6150000,Lahore,2024,"4,000km",Petrol,1500cc,Automatic,Not Certified,Customer,4000
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC,PKR 25.5 lacs,2550000,Islamabad,2009,"98,000km",Petrol,1300cc,Manual,Not Certified,Customer,98000
Honda City 5th (GM2) Generation 2009 1.3 i-VTEC Prosmatec,PKR 27.5 lacs,2750000,Lahore,2009,"185,000km",Petrol,1300cc,Automatic,Not Certified,Customer,185000
Honda City 5th (GM2) Generation 2009 i-VTEC,PKR 27 lacs,2700000,Sahiwal,2009,"204,955km",Petrol,1300cc,Automatic,Not Certified,Customer,204955
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC,PKR 28.35 lacs,2835000,Rawalpindi,2010,"169,475km",Petrol,1300cc,Manual,Not Certified,Customer,169475
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC Prosmatec,PKR 29.25 lacs,2925000,Islamabad,2010,"180,000km",Petrol,1300cc,Automatic,Not Certified,Customer,180000
Honda City 5th (GM2) Generation 2010 i-VTEC,PKR 25.5 lacs,2550000,Rawalpindi,2010,"255,000km",Petrol,1300cc,Manual,Not Certified,Customer,255000
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC,PKR 29.99 lacs,2999000,Sargodha,2011,"31,000km",Petrol,1300cc,Manual,Not Certified,Customer,31000
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC Prosmatec,PKR 28.5 lacs,2850000,Lahore,2011,"166,000km",Petrol,1300cc,Automatic,Not Certified,Customer,166000
Honda City 5th (GM2) Generation 2011 i-VTEC,PKR 27.5 lacs,2750000,Rawalpindi,2011,"120,000km",Petrol,1300cc,Manual,Not Certified,Customer,120000
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC,PKR 29.5 lacs,2950000,Islamabad,2012,"111,500km",Petrol,1300cc,Manual,Not Certified,Customer,111500
Honda City 5th (GM2) Generation 2012 1.3 i-VTEC Prosmatec,PKR 32 lacs,3200000,Islamabad,2012,"127,325km",Petrol,1300cc,Automatic,Not Certified,Customer,127325
Honda City 5th (GM2) Generation 2012 Aspire 1.3 i-VTEC,PKR 28.75 lacs,2875000,Lahore,2012,"77,000km",Petrol,1300cc,Manual,Not Certified,Customer,77000
Honda City 5th (GM2) Generation 2012 Aspire Prosmatec 1.3 i-VTEC,PKR 32.5 lacs,3250000,Chakwal,2012,"8,000km",Petrol,1300cc,Automatic,Not Certified,Customer,8000
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC,PKR 31 lacs,3100000,Rawalpindi,2013,"75,000km",Petrol,1300cc,Manual,Not Certified,Customer,75000
Honda City 5th (GM2) Generation 2013 1.3 i-VTEC Prosmatec,PKR 31 lacs,3100000,Peshawar,2013,"145,000km",Petrol,1300cc,Automatic,Not Certified,Customer,145000
Honda City 5th (GM2) Generation 2013 Aspire 1.3 i-VTEC,PKR 29.75 lacs,2975000,Islamabad,2013,"87,000km",Petrol,1300cc,Manual,Not Certified,Customer,87000
Honda City 5th (GM2) Generation 2013 Aspire 1.5 i-VTEC,PKR 31 lacs,3100000,Ghazi,2013,"105,000km",Petrol,1500cc,Manual,Not Certified,Customer,105000
Honda City 5th (GM2) Generation 2013 Aspire Prosmatec 1.3 i-VTEC,PKR 32 lacs,3200000,Lahore,2013,"120,000km",Petrol,1300cc,Automatic,Not Certified,Customer,120000
Honda City 5th (GM2) Generation 2013 Aspire Prosmatec 1.5 i-VTEC,PKR 34 lacs,3400000,Mandra,2013,"126,842km",Petrol,1500cc,Automatic,Not Certified,Customer,126842
Honda City 5th (GM2) Generation 2014 ,PKR 26 lacs,2600000,Wazirabad,2014,"250,000km",Petrol,1500cc,Manual,Not Certified,Customer,250000
Honda City 5th (GM2) Generation 2014 1.3 i-VTEC,PKR 35 lacs,3500000,Rawalpindi,2014,"140,000km",Petrol,1300cc,Manual,Not Certified,Customer,140000
