Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Suzuki Mehran  1997 ,1997,610000,610000,50000,Petrol,Customer,Manual
Suzuki Mehran  1997 VX,1997,650000,650000,1,Petrol,Customer,Manual
Suzuki Mehran  1997 VX (CNG),1997,490000,490000,99999,Petrol,Customer,Manual
Suzuki Mehran  1997 VXR,1997,545000,545000,50000,Petrol,Customer,Manual
Suzuki Mehran  1997 VXR (CNG),1997,465000,465000,19999,Petrol,Customer,Manual
Suzuki Mehran  1998 ,1998,700000,700000,600,Petrol,Customer,Automatic
Suzuki Mehran  1998 VX,1998,750000,750000,78000,Petrol,Customer,Manual
Suzuki Mehran  1998 VX (CNG),1998,550000,550000,2,Petrol,Customer,Manual
Suzuki Mehran  1998 VXR,1998,1470000,1470000,60000,Petrol,Customer,Manual
Suzuki Mehran  1998 VXR (CNG),1998,425000,425000,12345,Petrol,Customer,Manual
Suzuki Mehran  1999 ,1999,650000,650000,1999,Petrol,Customer,Manual
Suzuki Mehran  1999 VX,1999,880000,880000,7596,Petrol,Customer,Manual
Suzuki Mehran  1999 VX (CNG),1999,600000,600000,35000,Petrol,Customer,Manual
Suzuki Mehran  1999 VXR,1999,1019999,1019999,35500,Petrol,Customer,Manual
Suzuki Mehran  2000 ,2000,740000,740000,41276,Petrol,Customer,Manual
Suzuki Mehran  2000 VX,2000,750000,750000,60000,Petrol,Customer,Manual
Suzuki Mehran  2000 VXR,2000,650000,650000,34000,Petrol,Customer,Manual
Suzuki Mehran  2000 VXR (CNG),2000,550000,550000,200000,Petrol,Customer,Manual
Suzuki Mehran  2001 VX,2001,660000,660000,200,Petrol,Customer,Manual
Suzuki Mehran  2001 VX (CNG),2001,700000,700000,10000,Petrol,Customer,Manual
Suzuki Mehran  2001 VXR,2001,960000,960000,76000,Petrol,Customer,Manual
Suzuki Mehran  2001 VXR (CNG),2001,600000,600000,57800,Petrol,Customer,Manual
Suzuki Mehran  2002 ,2002,450000,450000,16,Petrol,Customer,Manual
Suzuki Mehran  2002 VX,2002,1080000,1080000,23200,Petrol,Customer,Manual
Suzuki Mehran  2002 VX (CNG),2002,675000,675000,40000,Petrol,Customer,Manual
Suzuki Mehran  2002 VXR,2002,670000,670000,70000,Petrol,Customer,Manual
Suzuki Mehran  2002 VXR (CNG),2002,550000,550000,1,Petrol,Customer,Manual
Suzuki Mehran  2003 ,2003,800000,800000,12345,Petrol,Customer,Manual
Suzuki Mehran  2003 VX,2003,760000,760000,113000,Petrol,Customer,Manual
Suzuki Mehran  2003 VX (CNG),2003,570000,570000,123,Petrol,Customer,Manual
Suzuki Mehran  2003 VXR,2003,1025000,1025000,94000,Petrol,Customer,Manual
Suzuki Mehran  2003 VXR (CNG),2003,560000,560000,12345,Petrol,Customer,Manual
Suzuki Mehran  2004 ,2004,600000,600000,240000,Petrol,Customer,Manual
Suzuki Mehran  2004 VX,2004,900000,900000,37280,Petrol,Customer,Manual
Suzuki Mehran  2004 VX (CNG),2004,830000,830000,85000,Petrol,Customer,Manual
Suzuki Mehran  2004 VXR,2004,795000,795000,100000,Petrol,Customer,Manual
Suzuki Mehran  2004 VXR (CNG),2004,810000,810000,90000,Petrol,Customer,Manual
Suzuki Mehran  2005 ,2005,850000,850000,5500,Petrol,Customer,Manual
Suzuki Mehran  2005 VX,2005,810000,810000,754326,Petrol,Customer,Manual
Suzuki Mehran  2005 VX (CNG),2005,659000,659000,675000,Petrol,Customer,Manual
Suzuki Mehran  2005 VXR,2005,844999,844999,160,Petrol,Customer,Manual
Suzuki Mehran  2005 VXR (CNG),2005,950000,950000,10000,Petrol,Customer,Manual
Suzuki Mehran  2006 ,2006,1025000,1025000,100000,Hybrid,Customer,Automatic
Suzuki Mehran  2006 VX,2006,1250000,1250000,88000,Petrol,Customer,Manual
Suzuki Mehran  2006 VX (CNG),2006,1000000,1000000,35600,Petrol,Customer,Manual
Suzuki Mehran  2006 VXR,2006,994999,994999,5000,Petrol,Customer,Automatic
Suzuki Mehran  2006 VXR (CNG),2006,780000,780000,14220,Petrol,Customer,Manual
Suzuki Mehran  2007 ,2007,830000,830000,92000,Petrol,Customer,Manual
Suzuki Mehran  2007 VX,2007,900000,900000,12345,Petrol,Customer,Manual
Suzuki Mehran  2007 VX (CNG),2007,1100000,1100000,90000,Petrol,Customer,Manual
Suzuki Mehran  2007 VXR,2007,1350000,1350000,1000,Petrol,Customer,Manual
Suzuki Mehran  2007 VXR (CNG),2007,850000,850000,100000,Petrol,Customer,Automatic
Suzuki Mehran  2008 ,2008,780000,780000,90000,Petrol,Customer,Manual
Suzuki Mehran  2008 VX,2008,1000000,1000000,80000,Petrol,Customer,Manual
Suzuki Mehran  2008 VX (CNG),2008,940000,940000,994000,Petrol,Customer,Manual
Suzuki Mehran  2008 VXR,2008,1200000,1200000,33000,Petrol,Customer,Manual
Suzuki Mehran  2008 VXR (CNG),2008,1150000,1150000,10000,Petrol,Customer,Manual
Suzuki Mehran  2009 ,2009,750000,750000,10000,Petrol,Customer,Manual
Suzuki Mehran  2009 VX,2009,1150000,1150000,47000,Petrol,Customer,Manual
Suzuki Mehran  2009 VX (CNG),2009,980000,980000,20000,Petrol,Customer,Manual
Suzuki Mehran  2009 VXR,2009,1025000,1025000,70000,Petrol,Customer,Manual
Suzuki Mehran  2009 VXR (CNG),2009,960000,960000,119000,Petrol,Customer,Manual
Suzuki Mehran  2010 ,2010,819999,819999,200000,Petrol,Customer,Manual
Suzuki Mehran  2010 VX,2010,1200000,1200000,86000,Petrol,Customer,Manual
Suzuki Mehran  2010 VX (CNG),2010,1019999,1019999,41789,Petrol,Customer,Manual
Suzuki Mehran  2010 VXR,2010,1005000,1005000,63000,Petrol,Customer,Manual
Suzuki Mehran  2010 VXR (CNG),2010,1200000,1200000,46268,Petrol,Customer,Manual
Suzuki Mehran  2011 ,2011,1050000,1050000,39000,Petrol,Customer,Manual
Suzuki Mehran  2011 VX,2011,1250000,1250000,50000,Petrol,Customer,Manual
Suzuki Mehran  2011 VX (CNG),2011,1095000,1095000,60000,Petrol,Customer,Manual
Suzuki Mehran  2011 VXR,2011,1250000,1250000,98000,Petrol,Customer,Manual
Suzuki Mehran  2011 VXR (CNG),2011,1270000,1270000,100000,Petrol,Customer,Manual
Suzuki Mehran  2012 ,2012,1500000,1500000,60000,Petrol,Customer,Manual
Suzuki Mehran  2012 VX,2012,1200000,1200000,75000,Petrol,Customer,Manual
Suzuki Mehran  2012 VX (CNG),2012,1075000,1075000,52000,Petrol,Customer,Manual
Suzuki Mehran  2012 VX Euro II,2012,1200000,1200000,120152,Petrol,Customer,Manual
Suzuki Mehran  2012 VX Euro II Limited Edition,2012,760000,760000,66000,Petrol,Customer,Manual
Suzuki Mehran  2012 VXR,2012,1195000,1195000,143000,Petrol,Customer,Manual
Suzuki Mehran  2012 VXR (CNG),2012,1100000,1100000,125000,Petrol,Customer,Manual
Suzuki Mehran  2012 VXR Euro II,2012,1500000,1500000,200000,Petrol,Customer,Manual
Suzuki Mehran  2013 ,2013,1300000,1300000,96000,Petrol,Customer,Manual
Suzuki Mehran  2013 VX Euro II,2013,1600000,1600000,255000,Petrol,Customer,Manual
Suzuki Mehran  2013 VX Euro II Limited Edition,2013,1395000,1395000,29000,Petrol,Customer,Manual
Suzuki Mehran  2013 VXR Euro II,2013,1400000,1400000,79000,Petrol,Customer,Manual
Suzuki Mehran  2014 ,2014,1325000,1325000,55000,Petrol,Customer,Manual
Suzuki Mehran  2014 VX Euro II,2014,1470000,1470000,70000,Petrol,Customer,Manual
Suzuki Mehran  2014 VX Euro II Limited Edition,2014,1400000,1400000,80000,Petrol,Customer,Manual
Suzuki Mehran  2014 VXR Euro II,2014,1500000,1500000,54000,Petrol,Customer,Manual
Suzuki Mehran  2015 ,2015,1270000,1270000,61000,Petrol,Customer,Manual
Suzuki Mehran  2015 VX Euro II,2015,1525000,1525000,94750,Petrol,Customer,Manual
Suzuki Mehran  2015 VX Euro II (CNG),2015,1035000,1035000,74000,Petrol,Customer,Manual
Suzuki Mehran  2015 VX Euro II Limited Edition,2015,1680000,1680000,35000,Petrol,Customer,Manual
Suzuki Mehran  2015 VXR Euro II,2015,1590000,1590000,58000,Petrol,Customer,Manual
Suzuki Mehran  2015 VXR Euro II (CNG),2015,1250000,1250000,430966,Petrol,Customer,Manual
Suzuki Mehran  2016 ,2016,1170000,1170000,22000,Petrol,Customer,Manual
Suzuki Mehran  2016 VX Euro II,2016,1500000,1500000,24000,Petrol,Customer,Manual
Suzuki Mehran  2016 VX Euro II (CNG),2016,1180000,1180000,63000,Petrol,Customer,Manual
Suzuki Mehran  2016 VX Euro II Limited Edition,2016,1460000,1460000,43000,Petrol,Customer,Manual
Suzuki Mehran  2016 VXR Euro II,2016,1500000,1500000,65000,Petrol,Customer,Manual
Suzuki Mehran  2016 VXR Euro II (CNG),2016,1180000,1180000,56000,Petrol,Customer,Manual
Suzuki Mehran  2017 ,2017,1440000,1440000,70000,Petrol,Customer,Manual
Suzuki Mehran  2017 VX Euro II,2017,1550000,1550000,86000,Petrol,Customer,Manual
Suzuki Mehran  2017 VX Euro II Limited Edition,2017,1580000,1580000,47000,Petrol,Customer,Manual
Suzuki Mehran  2017 VXR Euro II,2017,1750000,1750000,15600,Petrol,Customer,Manual
Suzuki Mehran  2017 VXR Euro II (CNG),2017,1395000,1395000,27000,Petrol,Customer,Manual
Suzuki Mehran  2018 ,2018,1550000,1550000,43255,Petrol,Customer,Manual
Suzuki Mehran  2018 VX Euro II,2018,1750000,1750000,5800,Petrol,Customer,Manual
Suzuki Mehran  2018 VX Euro II Limited Edition,2018,1650000,1650000,85,Petrol,Customer,Manual
Suzuki Mehran  2018 VXR Euro II,2018,2900000,2900000,24000,Petrol,Customer,Manual
Suzuki Mehran  2019 ,2019,1750000,1750000,95000,Petrol,Customer,Manual
Suzuki Mehran  2019 VX Euro II,2019,1650000,1650000,52000,Petrol,Customer,Manual
Suzuki Mehran  2019 VX Euro II Limited Edition,2019,1700000,1700000,25000,Petrol,Customer,Manual
Suzuki Mehran  2019 VXR Euro II,2019,2100000,2100000,20000,Petrol,Customer,Manual
Suzuki Mehran  2020 ,2020,1091000,1091000,63128,Petrol,Customer,Manual
Suzuki Mehran  2022 ,2022,875000,875000,7992,Petrol,Customer,Manual
Suzuki Mehran  2024 ,2024,695000,695000,83000,Petrol,Customer,Manual
Suzuki Other  1991 ,1991,1300000,1300000,500000,Diesel,Customer,Manual
Suzuki Palette  2010 ,2010,1500000,1500000,148500,Petrol,Customer,Automatic
Suzuki Potohar  1979 ,1979,950000,950000,100000,Diesel,Customer,Manual
Suzuki Potohar  1981 ,1981,865000,865000,852147,Petrol,Customer,Manual
Suzuki Potohar  1984 ,1984,1575000,1575000,100000,Petrol,Customer,Manual
Suzuki Potohar  1985 ,1985,1750000,1750000,28999,Petrol,Customer,Manual
Suzuki Potohar  1986 ,1986,1400000,1400000,90000,Petrol,Customer,Manual
Suzuki Potohar  1986 Basegrade,1986,1530000,1530000,12345,Petrol,Customer,Manual
Suzuki Potohar  1987 ,1987,1400000,1400000,99999,Petrol,Customer,Manual
Suzuki Potohar  1987 Basegrade,1987,800000,800000,100000,Petrol,Customer,Manual
Suzuki Potohar  1988 ,1988,1600000,1600000,15868,Petrol,Customer,Manual
Suzuki Potohar  1988 Basegrade,1988,1375000,1375000,100000,Petrol,Customer,Manual
Suzuki Potohar  1989 ,1989,1800000,1800000,11111,Petrol,Customer,Manual
Suzuki Potohar  1989 Basegrade,1989,1500000,1500000,200000,Petrol,Customer,Manual
Suzuki Potohar  1990 ,1990,1399000,1399000,1000,Petrol,Customer,Manual
Suzuki Potohar  1990 Basegrade,1990,2000000,2000000,150000,Petrol,Customer,Manual
Suzuki Potohar  1991 ,1991,900000,900000,80000,Diesel,Customer,Manual
Suzuki Potohar  1991 Basegrade,1991,1575000,1575000,150000,Petrol,Customer,Manual
Suzuki Potohar  1992 ,1992,1000000,1000000,100000,Petrol,Customer,Manual
Suzuki Potohar  1992 Basegrade,1992,1350000,1350000,888888,Petrol,Customer,Manual
Suzuki Potohar  1993 Basegrade,1993,1200000,1200000,123456,Petrol,Customer,Manual
Suzuki Potohar  1994 ,1994,1375000,1375000,132580,Petrol,Customer,Manual
Suzuki Potohar  1994 Basegrade,1994,1800000,1800000,100000,Petrol,Customer,Manual
Suzuki Potohar  1995 Basegrade,1995,1220000,1220000,12345,Petrol,Customer,Manual
Suzuki Potohar  1996 Basegrade,1996,1120000,1120000,25000,Petrol,Customer,Manual
Suzuki Potohar  1997 ,1997,1000000,1000000,150000,Diesel,Customer,Manual
Suzuki Potohar  1998 ,1998,1250000,1250000,19322,Petrol,Customer,Manual
Suzuki Potohar  2000 ,2000,1340000,1340000,12346,Petrol,Customer,Manual
Suzuki Potohar  2000 Basegrade,2000,1540000,1540000,1234,Petrol,Customer,Manual
Suzuki Potohar  2001 Basegrade,2001,1000000,1000000,20000,Petrol,Customer,Manual
Suzuki Potohar  2002 ,2002,1600000,1600000,75000,Petrol,Customer,Manual
Suzuki Potohar  2002 Basegrade,2002,1430000,1430000,28000,Petrol,Customer,Manual
Suzuki Potohar  2003 Basegrade,2003,1350000,1350000,87000,Petrol,Customer,Manual
Suzuki Potohar  2004 ,2004,1550000,1550000,50000,Petrol,Customer,Manual
Suzuki Potohar  2005 ,2005,1650000,1650000,75000,Petrol,Customer,Manual
Suzuki Potohar  2006 ,2006,1300000,1300000,100000,Petrol,Customer,Manual
Suzuki Potohar  2007 ,2007,2000000,2000000,35000,Petrol,Customer,Manual
Suzuki Ravi  1969 ,1969,170000,170000,10,Petrol,Customer,Manual
Suzuki Ravi  1979 ,1979,375000,375000,250000,Petrol,Customer,Manual
Suzuki Ravi  1981 ,1981,370000,370000,105,Petrol,Customer,Manual
Suzuki Ravi  1982 ,1982,180000,180000,100000,Petrol,Customer,Manual
Suzuki Ravi  1983 ,1983,350000,350000,111,Petrol,Customer,Manual
Suzuki Ravi  1984 ,1984,335000,335000,100000,Petrol,Customer,Manual
Suzuki Ravi  1985 ,1985,620000,620000,100000,Petrol,Customer,Manual
Suzuki Ravi  1986 ,1986,509999,509999,300000,Petrol,Customer,Manual
Suzuki Ravi  1987 ,1987,490000,490000,1000,Petrol,Customer,Manual
Suzuki Ravi  1990 ,1990,450000,450000,12500,Petrol,Customer,Manual
Suzuki Ravi  1991 ,1991,800000,800000,100000,Petrol,Customer,Manual
Suzuki Ravi  1992 ,1992,625000,625000,12300,Petrol,Customer,Manual
Suzuki Ravi  1992 Euro II,1992,550000,550000,9999,Petrol,Customer,Manual
Suzuki Ravi  1993 ,1993,600000,600000,100000,LPG,Customer,Manual
Suzuki Ravi  1994 ,1994,465000,465000,10000,Petrol,Customer,Manual
Suzuki Ravi  1996 Euro II,1996,509999,509999,90000,Petrol,Customer,Manual
Suzuki Ravi  1997 ,1997,525000,525000,1,Petrol,Customer,Manual
Suzuki Ravi  1997 Euro II,1997,459999,459999,99991,Petrol,Customer,Manual
Suzuki Ravi  1998 ,1998,600000,600000,9500,Petrol,Customer,Manual
Suzuki Ravi  2002 Euro II,2002,380000,380000,4500,Petrol,Customer,Manual
Suzuki Ravi  2003 Euro II,2003,320000,320000,52000,Petrol,Customer,Manual
Suzuki Ravi  2004 ,2004,645000,645000,100000,Petrol,Customer,Manual
Suzuki Ravi  2004 Euro II,2004,499000,499000,12345,Petrol,Customer,Manual
Suzuki Ravi  2005 ,2005,900000,900000,80000,Petrol,Customer,Manual
Suzuki Ravi  2006 ,2006,680000,680000,130000,Petrol,Customer,Manual
Suzuki Ravi  2006 Euro II,2006,600000,600000,800000,Petrol,Customer,Manual
Suzuki Ravi  2007 ,2007,780000,780000,123,Petrol,Customer,Manual
Suzuki Ravi  2007 Euro II,2007,580000,580000,50000,Petrol,Customer,Manual
Suzuki Ravi  2008 ,2008,1150000,1150000,23545,Petrol,Customer,Manual
Suzuki Ravi  2008 Euro II,2008,1080000,1080000,86000,Petrol,Customer,Manual
Suzuki Ravi  2009 ,2009,1019999,1019999,150000,Petrol,Customer,Manual
Suzuki Ravi  2009 Euro II,2009,700000,700000,100000,Petrol,Customer,Manual
Suzuki Ravi  2010 ,2010,750000,750000,999999,Petrol,Customer,Manual
Suzuki Ravi  2010 Euro II,2010,570000,570000,77484,LPG,Customer,Manual
Suzuki Ravi  2011 ,2011,1000000,1000000,60000,Petrol,Customer,Manual
Suzuki Ravi  2011 Euro II,2011,600000,600000,132500,Petrol,Customer,Manual
Suzuki Ravi  2012 ,2012,819999,819999,100000,Petrol,Customer,Manual
Suzuki Ravi  2012 Euro II,2012,1300000,1300000,46000,Petrol,Customer,Manual
Suzuki Ravi  2013 ,2013,620000,620000,5480,Petrol,Customer,Manual
Suzuki Ravi  2013 Euro II,2013,1110000,1110000,17,Petrol,Customer,Manual
Suzuki Ravi  2014 ,2014,1100000,1100000,85648,Petrol,Customer,Manual
Suzuki Ravi  2014 Euro II,2014,1230000,1230000,7,Petrol,Customer,Manual
Suzuki Ravi  2015 ,2015,1000000,1000000,999,Petrol,Customer,Manual
Suzuki Ravi  2015 Euro II,2015,1400000,1400000,28000,Petrol,Customer,Manual
Suzuki Ravi  2016 ,2016,1130000,1130000,100100,Petrol,Customer,Manual
Suzuki Ravi  2016 Euro II,2016,1200000,1200000,74000,Petrol,Customer,Manual
Suzuki Ravi  2017 ,2017,1320000,1320000,123,Petrol,Customer,Manual
Suzuki Ravi  2017 Euro II,2017,1350000,1350000,76000,Petrol,Customer,Manual
Suzuki Ravi  2018 ,2018,1500000,1500000,28320,Petrol,Customer,Manual
Suzuki Ravi  2018 Euro II,2018,1650000,1650000,2300,Petrol,Customer,Manual
Suzuki Ravi  2019 ,2019,1450000,1450000,20000,Petrol,Customer,Manual
Suzuki Ravi  2019 Euro II,2019,1600000,1600000,44000,Petrol,Customer,Manual
Suzuki Ravi  2020 Euro II,2020,1825000,1825000,35500,Petrol,Customer,Manual
Suzuki Ravi  2021 ,2021,1500000,1500000,31000,Petrol,Customer,Manual
Suzuki Ravi  2021 Euro II,2021,1900000,1900000,56904,Petrol,Customer,Manual
Suzuki Ravi  2022 ,2022,1950000,1950000,24000,Petrol,Customer,Manual
Suzuki Ravi  2022 Euro II,2022,1850000,1850000,42500,Petrol,Customer,Manual
Suzuki Ravi  2023 Euro II,2023,1989999,1989999,20000,Petrol,Customer,Manual
Suzuki Ravi  2024 ,2024,1980000,1980000,1,Petrol,Customer,Manual
Suzuki Ravi  2024 Euro II,2024,1950000,1950000,10,Petrol,Customer,Manual
Suzuki S Cross  2018 ,2018,7500000,7500000,10,Petrol,Customer,Automatic
Suzuki Samurai  1988 SJ,1988,1350000,1350000,177777,Petrol,Customer,Manual
Suzuki Sj410  1986 ,1986,1500000,1500000,1,Petrol,Customer,Automatic
Suzuki Sj410  1987 ,1987,1400000,1400000,999001,Petrol,Customer,Manual
Suzuki Sj410  1988 ,1988,1700000,1700000,110,Petrol,Customer,Manual
Suzuki Sj410  1989 ,1989,1800000,1800000,171000,Petrol,Customer,Manual
Suzuki Solio  2001 ,2001,1400000,1400000,201000,Petrol,Customer,Automatic
Suzuki Solio  2012 ,2012,2475000,2475000,172500,Petrol,Customer,Automatic
Suzuki Spacia  2013 ,2013,1989999,1989999,139000,Petrol,Customer,Automatic
Suzuki Spacia  2014 ,2014,2250000,2250000,120000,Petrol,Customer,Automatic
Suzuki Spacia  2014 X,2014,2400000,2400000,120000,Petrol,Customer,Automatic
Suzuki Spacia  2015 ,2015,2280000,2280000,163000,Petrol,Customer,Automatic
Suzuki Spacia  2016 ,2016,2400000,2400000,50000,Petrol,Customer,Automatic
Suzuki Spacia  2017 ,2017,1975000,1975000,220000,Petrol,Customer,Automatic
Suzuki Spacia  2017 X,2017,2000000,2000000,10000,Hybrid,Customer,Automatic
Suzuki Spacia  2018 X,2018,3199000,3199000,42000,Hybrid,Customer,Automatic
Suzuki Spacia  2019 ,2019,2700000,2700000,34000,Hybrid,Customer,Automatic
Suzuki Spacia  2020 X,2020,3700000,3700000,36000,Hybrid,Customer,Automatic
Suzuki Spacia  2021 ,2021,3550000,3550000,40000,Hybrid,Customer,Automatic
Suzuki Spacia  2021 X,2021,3500000,3500000,36000,Hybrid,Customer,Automatic
Suzuki Spacia  2022 X,2022,3650000,3650000,18000,Hybrid,Customer,Automatic
Suzuki Spacia  2024 X,2024,3500000,3500000,1000,Hybrid,Customer,Automatic
Suzuki Swift  1988 ,1988,600000,600000,200000,Petrol,Customer,Manual
Suzuki Swift  1989 ,1989,520000,520000,11111,Petrol,Customer,Manual
Suzuki Swift  1994 ,1994,650000,650000,1456,Petrol,Customer,Manual
Suzuki Swift  1996 ,1996,470000,470000,12345,Petrol,Customer,Manual
Suzuki Swift  2004 XG 1.3,2004,2400000,2400000,48000,Petrol,Customer,Automatic
Suzuki Swift  2005 ,2005,2490000,2490000,69000,Petrol,Customer,Automatic
Suzuki Swift  2005 XG 1.2,2005,2262000,2262000,112800,Petrol,Customer,Automatic
Suzuki Swift  2005 XG 1.3,2005,2490000,2490000,69000,Petrol,Customer,Automatic
Suzuki Swift  2006 XG 1.3,2006,1950000,1950000,130000,Petrol,Customer,Automatic
Suzuki Swift  2007 ,2007,2250000,2250000,108894,Petrol,Customer,Automatic
Suzuki Swift  2007 XG 1.2,2007,2370000,2370000,119000,Petrol,Customer,Automatic
Suzuki Swift  2007 XG 1.3,2007,2300000,2300000,105000,Petrol,Customer,Automatic
Suzuki Swift  2008 Sport 1.6,2008,2850000,2850000,87000,Petrol,Customer,Manual
Suzuki Swift  2008 XG 1.2,2008,2700000,2700000,118000,Petrol,Customer,Automatic
Suzuki Swift  2008 XG 1.3,2008,2200000,2200000,94000,Petrol,Customer,Automatic
Suzuki Swift  2009 XG 1.3,2009,2150000,2150000,120000,Petrol,Customer,Automatic
Suzuki Swift  2010 ,2010,1620000,1620000,75000,Petrol,Customer,Manual
Suzuki Swift  2010 DLX 1.3,2010,2180000,2180000,194000,Petrol,Customer,Manual
Suzuki Swift  2010 DX 1.3,2010,1930000,1930000,170000,Petrol,Customer,Manual
Suzuki Swift  2011 ,2011,1980000,1980000,121000,Petrol,Customer,Manual
Suzuki Swift  2011 DLX 1.3,2011,2150000,2150000,115000,Petrol,Customer,Manual
Suzuki Swift  2011 DX 1.3,2011,2250000,2250000,150000,Petrol,Customer,Manual
Suzuki Swift  2011 RS 1.0,2011,2870000,2870000,1,Petrol,Customer,Automatic
Suzuki Swift  2011 XG 1.2,2011,3100000,3100000,120000,Petrol,Customer,Automatic
Suzuki Swift  2012 ,2012,2100000,2100000,120000,Petrol,Customer,Manual
Suzuki Swift  2012 DLX 1.3,2012,2145000,2145000,184457,Petrol,Customer,Manual
Suzuki Swift  2012 DLX Automatic 1.3,2012,2250000,2250000,77000,Petrol,Customer,Automatic
Suzuki Swift  2012 DX 1.3,2012,2150000,2150000,110000,Petrol,Customer,Manual
Suzuki Swift  2013 ,2013,2039999,2039999,95000,Petrol,Customer,Manual
Suzuki Swift  2013 DLX 1.3,2013,2550000,2550000,63850,Petrol,Customer,Manual
Suzuki Swift  2013 DLX Automatic 1.3,2013,2500000,2500000,83000,Petrol,Customer,Automatic
Suzuki Swift  2013 DX 1.3,2013,2100000,2100000,1,Petrol,Customer,Manual
Suzuki Swift  2014 DLX 1.3,2014,3400000,3400000,55000,Petrol,Customer,Manual
Suzuki Swift  2014 DLX 1.3 Navigation ,2014,2400000,2400000,139000,Petrol,Customer,Manual
Suzuki Swift  2014 DLX Automatic 1.3,2014,2475000,2475000,134000,Petrol,Customer,Automatic
Suzuki Swift  2014 DLX Automatic 1.3 Navigation,2014,2430000,2430000,100000,Petrol,Customer,Automatic
Suzuki Swift  2014 DX 1.3,2014,2200000,2200000,170000,Petrol,Customer,Manual
Suzuki Swift  2014 RS 1.2,2014,1789999,1789999,130000,Petrol,Customer,Automatic
Suzuki Swift  2015 ,2015,2400000,2400000,184000,Petrol,Customer,Automatic
Suzuki Swift  2015 DLX 1.3,2015,2450000,2450000,134584,Petrol,Customer,Manual
Suzuki Swift  2015 DLX Automatic 1.3,2015,2750000,2750000,110000,Petrol,Customer,Automatic
Suzuki Swift  2015 DX 1.3,2015,2450000,2450000,88360,Petrol,Customer,Manual
Suzuki Swift  2016 ,2016,2250000,2250000,138000,Petrol,Customer,Manual
Suzuki Swift  2016 DLX 1.3,2016,2650000,2650000,88000,Petrol,Customer,Manual
Suzuki Swift  2016 DLX Automatic 1.3,2016,2750000,2750000,87000,Petrol,Customer,Automatic
Suzuki Swift  2016 RS 1.0,2016,4600000,4600000,6391,Petrol,Customer,Automatic
Suzuki Swift  2017 ,2017,6500000,6500000,98000,Petrol,Customer,Automatic
Suzuki Swift  2017 DLX 1.3,2017,2650000,2650000,54578,Petrol,Customer,Manual
Suzuki Swift  2017 DLX 1.3 Navigation ,2017,2680000,2680000,80000,Petrol,Customer,Manual
Suzuki Swift  2017 DLX Automatic 1.3,2017,2800000,2800000,87000,Petrol,Customer,Automatic
Suzuki Swift  2017 DLX Automatic 1.3 Navigation,2017,2750000,2750000,64170,Petrol,Customer,Automatic
Suzuki Swift  2017 RS 1.0,2017,4350000,4350000,59500,Petrol,Customer,Automatic
Suzuki Swift  2017 XL 1.2,2017,2525000,2525000,56381,Petrol,Customer,Automatic
Suzuki Swift  2018 ,2018,3150000,3150000,64000,Petrol,Customer,Automatic
Suzuki Swift  2018 DLX 1.3 Navigation ,2018,3000000,3000000,68000,Petrol,Customer,Manual
Suzuki Swift  2018 DLX Automatic 1.3 Navigation,2018,3200000,3200000,64800,Petrol,Customer,Automatic
Suzuki Swift  2018 RS 1.0,2018,4800000,4800000,84000,Petrol,Customer,Automatic
Suzuki Swift  2018 RS 1.4 Boosterjet,2018,2650000,2650000,7500,Petrol,Customer,Automatic
Suzuki Swift  2018 XG 1.2,2018,2450000,2450000,200000,Petrol,Customer,Manual
Suzuki Swift  2019 ,2019,2950000,2950000,64000,Petrol,Customer,Manual
Suzuki Swift  2019 DLX 1.3 Navigation ,2019,3050000,3050000,55000,Petrol,Customer,Manual
Suzuki Swift  2019 DLX Automatic 1.3 Navigation,2019,3600000,3600000,45000,Petrol,Customer,Automatic
Suzuki Swift  2019 RS 1.0,2019,6200000,6200000,10000,Petrol,Customer,Automatic
Suzuki Swift  2019 XL 1.2,2019,2250000,2250000,290,Petrol,Customer,Automatic
Suzuki Swift  2020 DLX 1.3,2020,2850000,2850000,102000,Petrol,Customer,Manual
Suzuki Swift  2020 DLX 1.3 Navigation ,2020,3399000,3399000,14000,Petrol,Customer,Manual
Suzuki Swift  2020 DLX Automatic 1.3 Navigation,2020,3300000,3300000,38000,Petrol,Customer,Automatic
Suzuki Swift  2021 DLX 1.3 Navigation ,2021,3300000,3300000,83000,Petrol,Customer,Manual
Suzuki Swift  2021 DLX Automatic 1.3,2021,3325000,3325000,27000,Petrol,Customer,Automatic
Suzuki Swift  2021 DLX Automatic 1.3 Navigation,2021,3700000,3700000,14000,Petrol,Customer,Automatic
Suzuki Swift  2022 ,2022,4500000,4500000,32500,Petrol,Customer,Automatic
Suzuki Swift  2022 GL CVT,2022,4250000,4250000,14167,Petrol,PakWheels,Automatic
Suzuki Swift  2022 GL CVT Limited Edition,2022,4600000,4600000,16000,Petrol,Customer,Automatic
Suzuki Swift  2022 GL Manual,2022,4100000,4100000,10546,Petrol,PakWheels,Manual
Suzuki Swift  2022 GLX CVT,2022,4890000,4890000,18900,Petrol,Customer,Automatic
Suzuki Swift  2023 GL CVT,2023,4470000,4470000,6500,Petrol,Customer,Automatic
Suzuki Swift  2023 GL CVT Limited Edition,2023,4290000,4290000,20811,Petrol,Customer,Automatic
